"path","category","extension","size_bytes","line_count","likely_binary","secret_hits","destructive_hits","network_hits","auth_hits","legacy_hits","notes"
"packages/plugin/remove/removeplugin-fileshare","packages","[noext]","1427","48","False","0","1","3","0","1",""
"packages/plugin/remove/removeplugin-fileupload","packages","[noext]","1433","48","False","0","1","3","0","1",""
"packages/plugin/remove/removeplugin-geoip","packages","[noext]","1403","48","False","0","1","3","0","1",""
"packages/plugin/remove/removeplugin-getdir","packages","[noext]","1410","48","False","0","1","3","0","1",""
"packages/plugin/remove/removeplugin-history","packages","[noext]","1415","48","False","0","1","3","0","1",""
"packages/plugin/remove/removeplugin-httprpc","packages","[noext]","1415","48","False","0","1","3","0","1",""
"packages/plugin/remove/removeplugin-ipad","packages","[noext]","1397","48","False","0","1","3","0","1",""
"packages/plugin/remove/removeplugin-loginmgr","packages","[noext]","1421","48","False","0","1","3","0","1",""
"packages/plugin/remove/removeplugin-logoff","packages","[noext]","1409","48","False","0","1","3","0","1",""
"packages/plugin/remove/removeplugin-lookat","packages","[noext]","1409","48","False","0","1","3","0","1",""
"packages/plugin/remove/removeplugin-mediainfo","packages","[noext]","1427","48","False","0","1","3","0","1",""
"packages/plugin/remove/removeplugin-mobile","packages","[noext]","1409","48","False","0","1","3","0","1",""
"packages/plugin/remove/removeplugin-noty","packages","[noext]","1423","48","False","0","1","3","0","1",""
"packages/plugin/remove/removeplugin-pausewebui","packages","[noext]","1434","48","False","0","1","3","0","1",""
"packages/plugin/remove/removeplugin-ratio","packages","[noext]","1403","48","False","0","1","3","0","1",""
"packages/plugin/remove/removeplugin-ratiocolor","packages","[noext]","1433","48","False","0","1","3","0","1",""
"packages/plugin/remove/removeplugin-retrackers","packages","[noext]","1433","48","False","0","1","3","0","1",""
"packages/plugin/remove/removeplugin-rpc","packages","[noext]","1391","48","False","0","1","3","0","1",""
"packages/plugin/remove/removeplugin-rss","packages","[noext]","1391","48","False","0","1","3","0","1",""
"packages/plugin/remove/removeplugin-rssurlrewrite","packages","[noext]","1451","48","False","0","1","3","0","1",""
"packages/plugin/remove/removeplugin-rutracker_check","packages","[noext]","1463","48","False","0","1","3","0","1",""
"packages/plugin/remove/removeplugin-scheduler","packages","[noext]","1427","48","False","0","1","3","0","1",""
"packages/plugin/remove/removeplugin-screenshots","packages","[noext]","1439","48","False","0","1","3","0","1",""
"packages/plugin/remove/removeplugin-seedingtime","packages","[noext]","1439","48","False","0","1","3","0","1",""
"packages/plugin/remove/removeplugin-show_peers_like_wtorrent","packages","[noext]","1517","48","False","0","1","3","0","1",""
"packages/plugin/remove/removeplugin-source","packages","[noext]","1409","48","False","0","1","3","0","1",""
"packages/plugin/remove/removeplugin-spectrogram","packages","[noext]","1458","48","False","0","1","3","0","1",""
"packages/plugin/remove/removeplugin-stream","packages","[noext]","1409","48","False","0","1","3","0","1",""
"packages/plugin/remove/removeplugin-task","packages","[noext]","1401","48","False","0","1","3","0","1",""
"packages/plugin/remove/removeplugin-theme","packages","[noext]","1403","48","False","0","1","3","0","1",""
"packages/plugin/remove/removeplugin-throttle","packages","[noext]","1421","48","False","0","1","3","0","1",""
"packages/plugin/remove/removeplugin-tracklabels","packages","[noext]","1439","48","False","0","1","3","0","1",""
"packages/plugin/remove/removeplugin-trafic","packages","[noext]","1409","48","False","0","1","3","0","1",""
"packages/plugin/remove/removeplugin-unpack","packages","[noext]","1409","48","False","0","1","3","0","1",""
"packages/plugin/remove/removeplugin-xmpp","packages","[noext]","1397","48","False","0","1","3","0","1",""
"packages/system/af","packages","[noext]","8779","248","False","0","6","8","0","0",""
"packages/system/af-backup","packages","[noext]","3629","133","False","0","1","0","0","0",""
"packages/system/af-heal","packages","[noext]","1126","41","False","0","0","0","0","0",""
"packages/system/af-sentinel.py","packages",".py","1555","48","False","1","0","0","0","0",""
"packages/system/af-tune","packages","[noext]","1770","55","False","0","0","0","0","0",""
"packages/system/clean_log","packages","[noext]","767","24","False","0","0","2","0","0",""
"packages/system/clean_mem","packages","[noext]","1190","41","False","0","0","2","0","0",""
"packages/system/deluge.Userpass.py","packages",".py","299","21","False","5","0","0","0","0",""
"packages/system/deluge.addHost.py","packages",".py","205","15","False","0","0","0","0","0",""
"packages/system/deluge.changeUserpass.py","packages",".py","1048","33","False","6","0","0","0","0",""
"packages/system/install_ffmpeg","packages","[noext]","4121","106","False","0","2","6","0","0",""
"packages/system/lang/langSelect-lang_de","packages","[noext]","1231","47","False","0","0","2","0","0",""
"packages/system/lang/langSelect-lang_dk","packages","[noext]","1231","47","False","0","0","2","0","0",""
"packages/system/lang/langSelect-lang_en","packages","[noext]","1232","47","False","0","0","2","0","0",""
"packages/system/lang/langSelect-lang_es","packages","[noext]","1232","47","False","0","0","2","0","0",""
"packages/system/lang/langSelect-lang_fr","packages","[noext]","1231","47","False","0","0","2","0","0",""
"packages/system/lang/langSelect-lang_zh","packages","[noext]","1224","45","False","0","0","2","0","0",""
"packages/system/quickVPN","packages","[noext]","16811","426","False","2","10","5","0","0",""
"packages/system/reload","packages","[noext]","825","25","False","0","1","2","0","0",""
"packages/system/revproxy.sh","packages",".sh","10381","310","False","9","0","23","0","1",""
"packages/system/set_interface","packages","[noext]","934","27","False","0","0","2","0","0",""
"packages/system/setdisk","packages","[noext]","2013","57","False","0","0","2","0","0",""
"packages/system/showspace","packages","[noext]","1124","28","False","0","0","0","0","0",""
"packages/system/theme/themeSelect-defaulted","packages","[noext]","2008","50","False","0","3","2","0","1",""
"packages/system/theme/themeSelect-smoked","packages","[noext]","1996","50","False","0","3","2","0","1",""
"packages/system/updateAetherFlow","packages","[noext]","19122","517","False","6","12","13","0","2",""
"packages/system/upgradeIRSSI","packages","[noext]","4218","229","False","0","1","1","0","0",""
"packages/system/upgradeOmbi","packages","[noext]","11425","366","False","0","4","6","0","1",""
"scripts/convert_favicons.py","root-or-other",".py","1475","40","False","0","0","0","0","0",""
"scripts/favicon.sh","root-or-other",".sh","995","45","False","0","0","0","0","0",""
"scripts/fix_install_scripts.py","root-or-other",".py","2232","70","False","1","0","0","0","0",""
"scripts/update.sh","root-or-other",".sh","1492","53","False","0","2","0","0","0",""
"setup/.gitattributes","root-or-other",".gitattributes","395","18","False","0","0","0","0","0",""
"setup/.gitignore","root-or-other",".gitignore","696","48","False","0","0","0","0","0",""
"setup/AetherFlow-Setup","root-or-other","[noext]","11283","319","False","3","1","3","0","4",""
"setup/configs/Lidarr/config.xml","root-or-other",".xml","359","13","False","0","0","0","0","0",""
"setup/configs/Radarr/config.xml","root-or-other",".xml","358","13","False","0","0","0","0","0",""
"setup/configs/Sonarr/config.xml","root-or-other",".xml","266","11","False","0","0","0","0","0",""
"setup/configs/headphones/config.ini","root-or-other",".ini","6799","331","False","31","0","1","0","0",""
"setup/configs/jackett/ServerConfig.json","root-or-other",".json","226","11","False","2","0","0","0","0",""
"setup/fix_configs_line_endings.py","root-or-other",".py","745","27","False","0","0","0","0","0",""
"setup/fix_line_endings.py","root-or-other",".py","859","23","False","0","0","0","0","0",""
"setup/modules/00-core.sh","setup-modules",".sh","5631","183","False","0","0","0","0","0",""
"setup/modules/01-prompts.sh","setup-modules",".sh","10727","344","False","32","0","0","0","2",""
"setup/modules/02-packages.sh","setup-modules",".sh","10225","186","False","0","5","11","0","0",""
"setup/modules/03-services.sh","setup-modules",".sh","14128","365","False","3","8","6","0","5",""
"setup/modules/04-security.sh","setup-modules",".sh","5446","113","False","5","0","1","0","0",""
"setup/modules/05-finalize.sh","setup-modules",".sh","7687","171","False","5","2","8","0","2",""
"setup/modules/06-state.sh","setup-modules",".sh","9179","264","False","0","0","0","0","0",""
"setup/modules/modern_stack.sh","setup-modules",".sh","1941","60","False","0","2","2","0","0",""
"setup/sources/BBR/BBR.sh","setup-sources",".sh","3075","59","False","0","0","1","0","0",""
"setup/sources/libtorrent-0.13.3.tar.gz","setup-sources",".gz","732847","","True","0","0","0","0","0",""
"setup/sources/libtorrent-0.13.4-tar.patch","setup-sources",".patch","43311","1261","False","0","0","0","0","2",""
"setup/sources/libtorrent-0.13.4.tar.gz","setup-sources",".gz","339615","","True","0","0","0","0","0",""
"setup/sources/libtorrent-0.13.6.tar.gz","setup-sources",".gz","340818","","True","0","0","0","0","0",""
"setup/sources/libtorrent-0.13.7-tar.patch","setup-sources",".patch","2852","94","False","1","0","0","1","0",""
"setup/sources/libtorrent-0.13.7.tar.gz","setup-sources",".gz","356982","","True","0","0","0","0","0",""
"setup/sources/libtorrent-rasterbar-RC_1_0.patch","setup-sources",".patch","1290","19","False","0","0","0","0","0",""
"setup/sources/libtorrent-rasterbar-RC_1_1.patch","setup-sources",".patch","1178","19","False","0","0","0","0","0",""
"setup/sources/rarlinux-x64-5.5.0.tar.gz","setup-sources",".gz","536028","","True","0","0","0","0","0",""
"setup/sources/rtorrent-0.9.3.tar.gz","setup-sources",".gz","583311","","True","0","0","0","0","0",""
"setup/sources/rtorrent-0.9.4-tar.patch","setup-sources",".patch","22506","661","False","0","0","0","0","0",""
"setup/sources/rtorrent-0.9.4.tar.gz","setup-sources",".gz","225846","","True","0","0","0","0","0",""
"setup/sources/rtorrent-0.9.6.tar.gz","setup-sources",".gz","226141","","True","0","0","0","0","0",""
"setup/sources/rtorrent-0.9.7.tar.gz","setup-sources",".gz","246219","","True","0","0","0","0","0",""
"setup/sources/unrarsrc-5.2.7.tar.gz","setup-sources",".gz","218880","","True","0","0","0","0","0",""
"setup/sources/xmlrpc-c_1-39-13/GNUmakefile","vendor-xmlrpc","[noext]","6849","185","False","0","0","0","0","0",""
"setup/sources/xmlrpc-c_1-39-13/Makefile","vendor-xmlrpc","[noext]","749","18","False","0","0","1","0","0",""
"setup/sources/xmlrpc-c_1-39-13/README","vendor-xmlrpc","[noext]","1709","56","False","0","0","4","0","0",""
"setup/sources/xmlrpc-c_1-39-13/Windows/CleanAll.bat","vendor-xmlrpc",".bat","2493","49","False","0","0","0","0","0",""
"setup/sources/xmlrpc-c_1-39-13/Windows/CleanWin32.bat","vendor-xmlrpc",".bat","1387","44","False","0","0","0","0","0",""
"setup/sources/xmlrpc-c_1-39-13/Windows/ConfigureWin32.bat","vendor-xmlrpc",".bat","1094","36","False","0","0","0","0","0",""
"setup/sources/xmlrpc-c_1-39-13/Windows/ReadMeWin32.txt","vendor-xmlrpc",".txt","2910","67","False","0","0","0","0","0",""
"setup/sources/xmlrpc-c_1-39-13/Windows/UsingCURLinWin32.txt","vendor-xmlrpc",".txt","3910","87","False","0","0","0","0","0",""
"setup/sources/xmlrpc-c_1-39-13/Windows/UsingProxyDSP.txt","vendor-xmlrpc",".txt","1769","52","False","0","0","2","0","0",""
"setup/sources/xmlrpc-c_1-39-13/Windows/delsln.bat","vendor-xmlrpc",".bat","1748","57","False","0","0","0","0","0",""
"setup/sources/xmlrpc-c_1-39-13/Windows/diffcfg.bat","vendor-xmlrpc",".bat","297","7","False","0","0","0","0","0",""
"setup/sources/xmlrpc-c_1-39-13/Windows/mkvers.bat","vendor-xmlrpc",".bat","1409","54","False","1","0","0","0","0",""
"setup/sources/xmlrpc-c_1-39-13/Windows/mkvers1.bat","vendor-xmlrpc",".bat","544","33","False","0","0","0","0","0",""
"setup/sources/xmlrpc-c_1-39-13/Windows/project/vs2008/cpptest.vcproj","vendor-xmlrpc",".vcproj","21482","","True","0","0","0","0","0",""
"setup/sources/xmlrpc-c_1-39-13/Windows/project/vs2008/gennmtab.vcproj","vendor-xmlrpc",".vcproj","21457","","True","0","0","0","0","0",""
"setup/sources/xmlrpc-c_1-39-13/Windows/project/vs2008/rpctest.vcproj","vendor-xmlrpc",".vcproj","24679","","True","0","0","0","0","0",""
"setup/sources/xmlrpc-c_1-39-13/Windows/project/vs2008/sample_add_asynch_client.vcproj","vendor-xmlrpc",".vcproj","21014","","True","0","0","0","0","0",""
"setup/sources/xmlrpc-c_1-39-13/Windows/project/vs2008/sample_add_server.vcproj","vendor-xmlrpc",".vcproj","20458","","True","0","0","0","0","0",""
"setup/sources/xmlrpc-c_1-39-13/Windows/project/vs2008/sample_add_server_w32httpsys.vcproj","vendor-xmlrpc",".vcproj","20451","","True","0","0","0","0","0",""
"setup/sources/xmlrpc-c_1-39-13/Windows/project/vs2008/sample_add_sync_client.vcproj","vendor-xmlrpc",".vcproj","20496","","True","0","0","0","0","0",""
"setup/sources/xmlrpc-c_1-39-13/Windows/project/vs2008/sample_auth_client.vcproj","vendor-xmlrpc",".vcproj","20475","","True","0","0","0","0","0",""
"setup/sources/xmlrpc-c_1-39-13/Windows/project/vs2008/tool_xmlrpc-transport.vcproj","vendor-xmlrpc",".vcproj","20015","","True","0","0","0","0","0",""
"setup/sources/xmlrpc-c_1-39-13/Windows/project/vs2008/tool_xmlrpc.vcproj","vendor-xmlrpc",".vcproj","19983","","True","0","0","0","0","0",""
"setup/sources/xmlrpc-c_1-39-13/Windows/project/vs2008/xmlrpc.sln","vendor-xmlrpc",".sln","40043","","True","0","0","0","0","0",""
"setup/sources/xmlrpc-c_1-39-13/Windows/project/vs2008/xmlrpc.vcproj","vendor-xmlrpc",".vcproj","19289","","True","0","0","0","0","0",""
"setup/sources/xmlrpc-c_1-39-13/Windows/project/vs2008/xmlrpc__.vcproj","vendor-xmlrpc",".vcproj","60023","","True","0","0","0","0","0",""
"setup/sources/xmlrpc-c_1-39-13/Windows/project/vs2008/xmlrpc_abyss.vcproj","vendor-xmlrpc",".vcproj","54320","","True","0","0","0","0","0",""
"setup/sources/xmlrpc-c_1-39-13/Windows/project/vs2008/xmlrpc_client.vcproj","vendor-xmlrpc",".vcproj","18639","","True","0","0","0","0","0",""
"setup/sources/xmlrpc-c_1-39-13/Windows/project/vs2008/xmlrpc_server.vcproj","vendor-xmlrpc",".vcproj","18126","","True","0","0","0","0","0",""
"setup/sources/xmlrpc-c_1-39-13/Windows/project/vs2008/xmlrpc_server_abyss.vcproj","vendor-xmlrpc",".vcproj","18121","","True","0","0","0","0","0",""
"setup/sources/xmlrpc-c_1-39-13/Windows/project/vs2008/xmlrpc_server_cgi.vcproj","vendor-xmlrpc",".vcproj","17949","","True","0","0","0","0","0",""
"setup/sources/xmlrpc-c_1-39-13/Windows/project/vs2008/xmlrpc_server_w32httpsys.vcproj","vendor-xmlrpc",".vcproj","18657","","True","0","0","0","0","0",""
"setup/sources/xmlrpc-c_1-39-13/Windows/project/vs2008/xmlrpc_util.vcproj","vendor-xmlrpc",".vcproj","19536","","True","0","0","0","0","0",""
"setup/sources/xmlrpc-c_1-39-13/Windows/project/vs2008/xmlrpc_xmlparse.vcproj","vendor-xmlrpc",".vcproj","18670","","True","0","0","0","0","0",""
"setup/sources/xmlrpc-c_1-39-13/Windows/project/vs2008/xmlrpc_xmltok.vcproj","vendor-xmlrpc",".vcproj","20658","","True","0","0","0","0","0",""
"setup/sources/xmlrpc-c_1-39-13/Windows/socketpair.cpp","vendor-xmlrpc",".cpp","2178","72","False","0","0","0","0","0",""
"setup/sources/xmlrpc-c_1-39-13/Windows/transport_config_win32.h","vendor-xmlrpc",".h","576","14","False","0","0","0","0","0",""
"setup/sources/xmlrpc-c_1-39-13/Windows/updcfg.bat","vendor-xmlrpc",".bat","385","10","False","0","0","0","0","0",""
"setup/sources/xmlrpc-c_1-39-13/Windows/win32_config.h","vendor-xmlrpc",".h","1166","43","False","0","0","0","0","0",""
"setup/sources/xmlrpc-c_1-39-13/Windows/xmlrpc_win32_config.h","vendor-xmlrpc",".h","7851","264","False","0","0","1","0","0",""
"setup/sources/xmlrpc-c_1-39-13/aclocal.m4","vendor-xmlrpc",".m4","19030","546","False","0","1","0","0","1",""
"setup/sources/xmlrpc-c_1-39-13/common.mk","vendor-xmlrpc",".mk","25899","722","False","0","1","0","0","0",""
"setup/sources/xmlrpc-c_1-39-13/config.guess","vendor-xmlrpc",".guess","46461","1503","False","0","0","3","0","1",""
"setup/sources/xmlrpc-c_1-39-13/config.mk.in","vendor-xmlrpc",".in","15028","413","False","3","0","0","0","0",""
"setup/sources/xmlrpc-c_1-39-13/config.sub","vendor-xmlrpc",".sub","36311","1715","False","0","0","1","0","2",""
"setup/sources/xmlrpc-c_1-39-13/configure","vendor-xmlrpc","[noext]","213161","7186","False","0","4","0","0","8",""
"setup/sources/xmlrpc-c_1-39-13/configure.in","vendor-xmlrpc",".in","21554","659","False","0","0","0","0","1",""
"setup/sources/xmlrpc-c_1-39-13/dll-common.mk","vendor-xmlrpc",".mk","679","23","False","0","0","0","0","0",""
"setup/sources/xmlrpc-c_1-39-13/doc/COPYING","vendor-xmlrpc","[noext]","6924","144","False","0","0","0","0","0",""
"setup/sources/xmlrpc-c_1-39-13/doc/CREDITS","vendor-xmlrpc","[noext]","693","20","False","0","0","0","0","0",""
"setup/sources/xmlrpc-c_1-39-13/doc/DEVELOPING","vendor-xmlrpc","[noext]","3054","83","False","0","0","0","0","0",""
"setup/sources/xmlrpc-c_1-39-13/doc/HISTORY","vendor-xmlrpc","[noext]","3372","62","False","0","0","1","0","0",""
"setup/sources/xmlrpc-c_1-39-13/doc/INSTALL","vendor-xmlrpc","[noext]","7999","191","False","0","0","0","0","0",""
"setup/sources/xmlrpc-c_1-39-13/doc/SECURITY","vendor-xmlrpc","[noext]","2250","51","False","1","0","1","0","0",""
"setup/sources/xmlrpc-c_1-39-13/doc/TESTING","vendor-xmlrpc","[noext]","2894","97","False","0","0","0","0","0",""
"setup/sources/xmlrpc-c_1-39-13/doc/TODO","vendor-xmlrpc","[noext]","2341","61","False","0","0","0","0","0",""
"setup/sources/xmlrpc-c_1-39-13/doc/configure_doc","vendor-xmlrpc","[noext]","8331","190","False","0","0","0","0","0",""
"setup/sources/xmlrpc-c_1-39-13/dylib-common.mk","vendor-xmlrpc",".mk","1293","38","False","0","0","0","0","0",""
"setup/sources/xmlrpc-c_1-39-13/examples/Makefile","vendor-xmlrpc","[noext]","4182","170","False","0","0","0","0","0",""
"setup/sources/xmlrpc-c_1-39-13/examples/README","vendor-xmlrpc","[noext]","1509","36","False","0","0","0","0","0",""
"setup/sources/xmlrpc-c_1-39-13/examples/auth_client.c","vendor-xmlrpc",".c","2456","85","False","1","0","1","0","0",""
"setup/sources/xmlrpc-c_1-39-13/examples/compound_value_client.c","vendor-xmlrpc",".c","4759","162","False","0","0","1","0","0",""
"setup/sources/xmlrpc-c_1-39-13/examples/compound_value_server.c","vendor-xmlrpc",".c","5873","202","False","0","0","0","0","0",""
"setup/sources/xmlrpc-c_1-39-13/examples/cpp/Makefile","vendor-xmlrpc","[noext]","3179","127","False","0","0","0","0","0",""
"setup/sources/xmlrpc-c_1-39-13/examples/cpp/asynch_client.cpp","vendor-xmlrpc",".cpp","2366","77","False","0","0","1","0","0",""
"setup/sources/xmlrpc-c_1-39-13/examples/cpp/callinfo_abyss_server.cpp","vendor-xmlrpc",".cpp","4153","150","False","0","0","0","0","0",""
"setup/sources/xmlrpc-c_1-39-13/examples/cpp/pstream_client.cpp","vendor-xmlrpc",".cpp","2689","89","False","0","0","0","0","0",""
"setup/sources/xmlrpc-c_1-39-13/examples/cpp/pstream_inetd_server.cpp","vendor-xmlrpc",".cpp","2636","88","False","0","0","0","0","0",""
"setup/sources/xmlrpc-c_1-39-13/examples/cpp/pstream_serial_server.cpp","vendor-xmlrpc",".cpp","2511","87","False","0","0","0","0","0",""
"setup/sources/xmlrpc-c_1-39-13/examples/cpp/sample_add_client_complex.cpp","vendor-xmlrpc",".cpp","2325","73","False","0","0","1","0","0",""
"setup/sources/xmlrpc-c_1-39-13/examples/cpp/xmlrpc_inetd_server.cpp","vendor-xmlrpc",".cpp","2640","82","False","0","0","0","0","0",""
"setup/sources/xmlrpc-c_1-39-13/examples/cpp/xmlrpc_loop_server.cpp","vendor-xmlrpc",".cpp","2250","75","False","0","0","0","0","0",""
"setup/sources/xmlrpc-c_1-39-13/examples/cpp/xmlrpc_sample_add_client.cpp","vendor-xmlrpc",".cpp","1015","41","False","0","0","1","0","0",""
"setup/sources/xmlrpc-c_1-39-13/examples/cpp/xmlrpc_sample_add_server.cpp","vendor-xmlrpc",".cpp","2093","79","False","0","0","0","0","0",""
"setup/sources/xmlrpc-c_1-39-13/examples/cpp/xmlrpc_sample_add_server_cgi.cpp","vendor-xmlrpc",".cpp","1642","63","False","0","0","0","0","0",""
"setup/sources/xmlrpc-c_1-39-13/examples/gen_sample_add_xml.c","vendor-xmlrpc",".c","1829","74","False","0","0","0","0","0",""
"setup/sources/xmlrpc-c_1-39-13/examples/interrupted_client.c","vendor-xmlrpc",".c","4447","166","False","0","0","1","0","0",""
"setup/sources/xmlrpc-c_1-39-13/examples/interrupted_server.c","vendor-xmlrpc",".c","4321","169","False","0","0","0","0","0",""
"setup/sources/xmlrpc-c_1-39-13/examples/json.c","vendor-xmlrpc",".c","2286","116","False","0","0","0","0","0",""
"setup/sources/xmlrpc-c_1-39-13/examples/parse_xml.c","vendor-xmlrpc",".c","2396","98","False","0","0","0","0","0",""
"setup/sources/xmlrpc-c_1-39-13/examples/synch_client.c","vendor-xmlrpc",".c","1739","67","False","0","0","1","0","0",""
"setup/sources/xmlrpc-c_1-39-13/examples/xmlrpc_asynch_client.c","vendor-xmlrpc",".c","3865","124","False","0","0","1","0","0",""
"setup/sources/xmlrpc-c_1-39-13/examples/xmlrpc_inetd_server.c","vendor-xmlrpc",".c","3913","129","False","0","0","0","0","0",""
"setup/sources/xmlrpc-c_1-39-13/examples/xmlrpc_loop_server.c","vendor-xmlrpc",".c","5129","186","False","0","0","0","0","0",""
"setup/sources/xmlrpc-c_1-39-13/examples/xmlrpc_sample_add_client.c","vendor-xmlrpc",".c","2260","80","False","0","0","1","0","0",""
"setup/sources/xmlrpc-c_1-39-13/examples/xmlrpc_sample_add_server.c","vendor-xmlrpc",".c","3437","130","False","0","0","0","0","0",""
"setup/sources/xmlrpc-c_1-39-13/examples/xmlrpc_sample_add_server_cgi.c","vendor-xmlrpc",".c","1856","76","False","0","0","1","0","0",""
"setup/sources/xmlrpc-c_1-39-13/examples/xmlrpc_sample_add_server_w32httpsys.c","vendor-xmlrpc",".c","8189","191","False","5","0","4","0","0",""
"setup/sources/xmlrpc-c_1-39-13/examples/xmlrpc_server_validatee.c","vendor-xmlrpc",".c","14221","413","False","0","0","1","0","0",""
"setup/sources/xmlrpc-c_1-39-13/examples/xmlrpc_socket_server.c","vendor-xmlrpc",".c","3300","114","False","0","0","0","0","0",""
"setup/sources/xmlrpc-c_1-39-13/include/Makefile","vendor-xmlrpc","[noext]","5703","158","False","0","0","0","0","0",""
"setup/sources/xmlrpc-c_1-39-13/include/xmlrpc-c/AbyssChanSwitch.hpp","vendor-xmlrpc",".hpp","1594","48","False","0","0","0","0","0",""
"setup/sources/xmlrpc-c_1-39-13/include/xmlrpc-c/AbyssEnvironment.hpp","vendor-xmlrpc",".hpp","1033","27","False","0","0","0","0","0",""
"setup/sources/xmlrpc-c_1-39-13/include/xmlrpc-c/AbyssServer.hpp","vendor-xmlrpc",".hpp","5536","222","False","0","0","0","0","0",""
"setup/sources/xmlrpc-c_1-39-13/include/xmlrpc-c/Lock.hpp","vendor-xmlrpc",".hpp","359","33","False","0","0","0","0","0",""
"setup/sources/xmlrpc-c_1-39-13/include/xmlrpc-c/abyss.h","vendor-xmlrpc",".h","20529","681","False","0","0","0","0","2",""
"setup/sources/xmlrpc-c_1-39-13/include/xmlrpc-c/abyss_opensslsock.h","vendor-xmlrpc",".h","997","29","False","0","0","0","0","1",""
"setup/sources/xmlrpc-c_1-39-13/include/xmlrpc-c/abyss_unixsock.h","vendor-xmlrpc",".h","1906","56","False","0","0","0","0","0",""
"setup/sources/xmlrpc-c_1-39-13/include/xmlrpc-c/abyss_winsock.h","vendor-xmlrpc",".h","1374","42","False","0","0","0","0","0",""
"setup/sources/xmlrpc-c_1-39-13/include/xmlrpc-c/base.h","vendor-xmlrpc",".h","31321","901","False","2","0","0","0","7",""
"setup/sources/xmlrpc-c_1-39-13/include/xmlrpc-c/base.hpp","vendor-xmlrpc",".hpp","16011","566","False","0","0","0","0","0",""
"setup/sources/xmlrpc-c_1-39-13/include/xmlrpc-c/base64.hpp","vendor-xmlrpc",".hpp","874","42","False","0","0","0","0","0",""
"setup/sources/xmlrpc-c_1-39-13/include/xmlrpc-c/base64_int.h","vendor-xmlrpc",".h","612","25","False","0","0","0","0","0",""
"setup/sources/xmlrpc-c_1-39-13/include/xmlrpc-c/base_int.h","vendor-xmlrpc",".h","8637","239","False","0","0","0","0","1",""
"setup/sources/xmlrpc-c_1-39-13/include/xmlrpc-c/c_util.h","vendor-xmlrpc",".h","1015","33","False","0","0","0","0","0",""
"setup/sources/xmlrpc-c_1-39-13/include/xmlrpc-c/client.h","vendor-xmlrpc",".h","16695","439","False","4","0","0","0","0",""
"setup/sources/xmlrpc-c_1-39-13/include/xmlrpc-c/client.hpp","vendor-xmlrpc",".hpp","9243","313","False","0","0","0","0","0",""
"setup/sources/xmlrpc-c_1-39-13/include/xmlrpc-c/client_global.h","vendor-xmlrpc",".h","5318","146","False","0","0","0","0","0",""
"setup/sources/xmlrpc-c_1-39-13/include/xmlrpc-c/client_int.h","vendor-xmlrpc",".h","6387","153","False","2","0","0","0","0",""
"setup/sources/xmlrpc-c_1-39-13/include/xmlrpc-c/client_simple.hpp","vendor-xmlrpc",".hpp","1317","58","False","0","0","0","0","0",""
"setup/sources/xmlrpc-c_1-39-13/include/xmlrpc-c/client_transport.hpp","vendor-xmlrpc",".hpp","13867","446","False","4","0","0","0","0",""
"setup/sources/xmlrpc-c_1-39-13/include/xmlrpc-c/env_wrap.hpp","vendor-xmlrpc",".hpp","807","28","False","0","0","0","0","0",""
"setup/sources/xmlrpc-c_1-39-13/include/xmlrpc-c/girerr.hpp","vendor-xmlrpc",".hpp","1019","50","False","0","0","0","0","0",""
"setup/sources/xmlrpc-c_1-39-13/include/xmlrpc-c/girmem.hpp","vendor-xmlrpc",".hpp","1987","82","False","0","0","0","0","0",""
"setup/sources/xmlrpc-c_1-39-13/include/xmlrpc-c/inttypes.h","vendor-xmlrpc",".h","433","23","False","0","0","0","0","0",""
"setup/sources/xmlrpc-c_1-39-13/include/xmlrpc-c/json.h","vendor-xmlrpc",".h","1013","40","False","0","0","0","0","0",""
"setup/sources/xmlrpc-c_1-39-13/include/xmlrpc-c/lock.h","vendor-xmlrpc",".h","594","23","False","0","0","0","0","0",""
"setup/sources/xmlrpc-c_1-39-13/include/xmlrpc-c/lock_none.h","vendor-xmlrpc",".h","133","10","False","0","0","0","0","0",""
"setup/sources/xmlrpc-c_1-39-13/include/xmlrpc-c/lock_platform.h","vendor-xmlrpc",".h","656","33","False","0","0","0","0","0",""
"setup/sources/xmlrpc-c_1-39-13/include/xmlrpc-c/lock_pthread.h","vendor-xmlrpc",".h","576","25","False","0","0","0","0","0",""
"setup/sources/xmlrpc-c_1-39-13/include/xmlrpc-c/lock_windows.h","vendor-xmlrpc",".h","576","25","False","0","0","0","0","0",""
"setup/sources/xmlrpc-c_1-39-13/include/xmlrpc-c/oldcppwrapper.hpp","vendor-xmlrpc",".hpp","14573","419","False","0","0","0","0","0",""
"setup/sources/xmlrpc-c_1-39-13/include/xmlrpc-c/oldxmlrpc.h","vendor-xmlrpc",".h","58","3","False","0","0","0","0","0",""
"setup/sources/xmlrpc-c_1-39-13/include/xmlrpc-c/packetsocket.hpp","vendor-xmlrpc",".hpp","3581","134","False","0","0","0","0","0",""
"setup/sources/xmlrpc-c_1-39-13/include/xmlrpc-c/registry.hpp","vendor-xmlrpc",".hpp","6495","243","False","0","0","0","0","0",""
"setup/sources/xmlrpc-c_1-39-13/include/xmlrpc-c/select_int.h","vendor-xmlrpc",".h","1774","52","False","0","0","0","0","0",""
